 Sr. No , Province , NA , District , Total Candidates , Polling Stations , Wining Party , Elected MNA , Total Male Voters , Total Female Voters , Total Voters , Total Casted Male Voters , Total Casted Female Voters , Total Casted Votes , Correct Votes , Incorect Votes , Total Turnout % , Male Turnout % , Female Turnout % , IND  , IND-win , IND-PTI , PML(N) , PPPP , MQM  , JUI(P) , ANP , JIP , TLP , PML , IPP , MWMP , BNP , PML(Z) , PNAPF , BAP , PMML , PMAP , NP , GDA , PTI(P) , RJUI , PRHP , QWP , MOTP , PNP , AWP , JUIP(S) , TIPM , HQMP , PAT , PIRP , JUI(N) , NDM , TDP , PFM , PTSP , ATP , MATP , PDQM , TJP , PAAP , BPP , SKQM , PTE , GDP , AATP , PMLKQK , PWP , PAL , PAQ , PFP , TTK , PTSB , TLI , AJPP , AMLP , TTP , PT-Insaniat , APP , JUP(IN) , PTI(N) , ALPP , SIC , KIAP , PPP(BS) , TAP , JWP , IJIP , PL , PMP(N) , HKP , NPC , MJAHP , KI , PML(O) , APMM , SDP , TTNP , PPAP(A) , JUI(NP) , PKI(CA) , PSDP , PAAM , Aman.TP , PSP , PMA , KS , AL , PCP , MQMP , ALI , PML-C , PMLSAF , BNP(A) , JQM , HDTB , HDP , AHDP 
 230 , Sindh , NA-231 , Malir-III , 25 , 215 , PPPP , Abdul Hakim Balouch ," 191,753 "," 150,674 "," 342,427 "," 82,274 "," 50,294 "," 132,568 "," 130,081 "," 2,487 ", 39 , 43 , 33 ," 8,221 ", -   ," 43,425 "," 9,999 "," 43,634 ", -   , -   , 792 ," 14,143 "," 7,308 ", -   , 124 , 225 , -   , -   , -   , -   , -   , -   , -   , 640 , -   , -   ," 1,241 ", -   , -   , -   , -   , 329 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 231 , Sindh , NA-232 , Korangi Karachi-I , 36 , 270 , MQM , Aasia Ishaq siddique ," 315,376 "," 278,755 "," 594,131 "," 149,290 "," 106,546 "," 255,836 "," 252,047 "," 3,789 ", 43 , 47 , 38 ," 38,229 ", -   ," 66,574 ", -   , -   ," 84,592 ", -   , -   ," 41,439 "," 14,602 ", -   , 187 , -   , -   , 322 , -   , -   , 401 , -   , -   , -   , -   , -   , 807 , -   , 145 , -   , -   , -   , -   , -   , 108 , 211 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,967 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 39 , -   , -   , -   ," 1,424 ", -   , -   , -   , -   , -   , -   , -   , -   
 232 , Sindh , NA-233 , Korangi Karachi-II , 27 , 287 , MQM , M Javed Haneef Khan ," 293,704 "," 238,563 "," 532,267 "," 154,357 "," 94,869 "," 249,226 "," 246,391 "," 2,835 ", 47 , 53 , 40 ," 18,147 ", -   ," 58,753 "," 2,801 "," 7,227 "," 103,967 ", -   , -   ," 29,071 "," 15,298 ", 391 , -   , -   , -   , -   , -   , -   , 214 , -   , -   , -   , -   , -   ," 3,242 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 190 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 7,090 ", -   , -   , -   , -   , -   , -   , -   , -   
 233 , Sindh , NA-234 , Korangi Karachi-III , 20 , 195 , MQM , M Moin Amir Pirzada ," 219,054 "," 166,574 "," 385,628 "," 109,622 "," 65,429 "," 175,051 "," 173,082 "," 1,969 ", 45 , 50 , 39 ," 4,759 ", -   ," 43,774 "," 6,664 "," 17,935 "," 73,687 ", -   , -   ," 12,731 "," 8,733 ", -   , 212 , -   , -   , -   , -   , -   , -   , -   , -   , 206 , -   , -   ," 3,256 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 196 , 447 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 482 , -   , -   , -   , -   , -   , -   , -   , -   
 234 , Sindh , NA-235 , Karachi East-I , 26 , 96 , MQM , M Iqbal Khan ," 97,741 "," 72,440 "," 170,181 "," 41,180 "," 27,751 "," 68,931 "," 67,258 "," 1,673 ", 41 , 42 , 38 ," 6,209 ", -   ," 14,147 "," 5,041 "," 11,429 "," 20,185 ", -   , -   ," 6,652 "," 1,563 ", -   , 203 , -   , -   , -   , -   , -   , -   , 27 , -   , -   , -   , -   ," 1,166 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 52 , -   , -   , -   , -   , -   , 14 , -   , -   , -   , 508 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 62 , -   , -   , -   , -   , -   , -   , -   , -   , -   
 235 , Sindh , NA-236 , Karachi East-II , 34 , 294 , MQM , Hassan Sabir ," 280,363 "," 262,046 "," 542,409 "," 94,059 "," 41,156 "," 135,215 "," 135,164 ", 51 , 25 , 34 , 16 ," 60,874 ", -   ," 1,154 "," 1,574 ", -   ," 38,871 ", -   , -   ," 21,082 "," 2,107 ", -   , -   , -   , -   , -   , -   , -   , 544 , -   , -   , 683 , -   , -   , 609 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 5,765 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 628 ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   
 236 , Sindh , NA-237 , Karachi East-III , 36 , 228 , PPPP , Asad Alam Niazi ," 226,178 "," 187,764 "," 413,942 "," 90,970 "," 56,641 "," 147,611 "," 144,709 "," 2,902 ", 36 , 40 , 30 ," 14,137 ", -   ," 33,321 "," 8,188 "," 40,836 "," 15,412 ", -   , 196 ," 22,256 "," 8,826 ", -   , 215 , -   , -   , -   , -   , -   , 307 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 95 , 920 , -   , -   , -   , -   , -   , -   , -   , -   
 237 , Sindh , NA-238 , Karachi East-IV , 25 , 292 , MQM , Sadiq Iftikhar ," 293,269 "," 268,014 "," 561,283 "," 100,169 "," 70,965 "," 171,134 "," 167,993 "," 3,141 ", 30 , 34 , 26 ," 17,694 ", -   ," 36,875 "," 3,604 "," 10,464 "," 51,884 ", -   , 175 ," 36,280 "," 10,594 ", -   , 191 , -   , -   , -   , -   , -   , -   , -   , -   , 129 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 103 , -   , -   , -   , -   , -   , -   , -   , -   
 238 , Sindh , NA-239 , Karachi South-I , 19 , 181 , PPPP , Sardar Nabeel Ahmad Gabol ," 233,087 "," 188,994 "," 422,081 "," 83,389 "," 48,396 "," 131,785 "," 129,221 "," 2,564 ", 31 , 36 , 26 ," 2,692 ", -   ," 37,234 ", -   ," 40,077 ", -   ," 11,813 ", -   ," 22,377 "," 14,761 ", -   , -   , -   , -   , -   , -   , -   , 201 , -   , -   , 66 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 239 , Sindh , NA-240 , Karachi South-II , 19 , 240 , MQM , Arshad Abdullah Vohra ," 210,741 "," 175,230 "," 385,971 "," 75,540 "," 41,114 "," 116,654 "," 114,982 "," 1,672 ", 30 , 36 , 23 ," 3,507 ", -   ," 27,318 "," 2,513 "," 17,091 "," 30,573 ", -   , -   ," 16,128 "," 17,091 ", -   , -   , -   , -   , -   , -   , -   , 343 , -   , -   , 302 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 116 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 240 , Sindh , NA-241 , Karachi South-III , 37 , 234 , PPPP , Dr Mirza Ikhtiar Baig ," 243,868 "," 218,644 "," 462,512 "," 63,930 "," 44,426 "," 108,356 "," 108,356 ", -   , 23 , 26 , 20 ," 2,181 ", -   ," 48,610 ", 53 ," 52,456 ", 494 , -   , 5 ," 4,167 ", 189 , 11 , 44 , -   , -   , -   , 81 , -   , 12 , 29 , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 15 , -   , -   , -   , -   , -   , -   , -   
 241 , Sindh , NA-242 , Kemari-I , 29 , 286 , MQM , Syed Mustafa Kamal ," 256,173 "," 181,617 "," 437,790 "," 124,786 "," 66,553 "," 191,339 "," 188,901 "," 2,438 ", 44 , 49 , 37 ," 3,636 ", -   ," 53,759 "," 11,885 "," 17,493 "," 71,767 ", -   , 725 ," 13,673 "," 13,421 ", -   , 120 , -   , -   , -   , 29 , -   , 401 , -   , -   , -   , -   , -   , 427 , -   , -   , -   , -   , -   , -   , 133 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 16 , -   , -   , -   ," 1,291 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 52 , -   , -   , -   , -   , -   , 73 , -   , -   , -   , -   , -   , -   
 242 , Sindh , NA-243 , Kemari-II , 19 , 310 , PPPP , Abdul Qadir Patel ," 261,913 "," 191,511 "," 453,424 "," 109,952 "," 60,052 "," 170,004 "," 167,013 "," 2,991 ", 37 , 42 , 31 ," 3,805 ", -   ," 48,690 "," 19,595 "," 60,266 "," 7,176 ", -   , -   ," 13,082 "," 12,569 ", -   , -   , -   , -   , -   , -   , -   ," 1,309 ", 169 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 352 , -   , -   , -   , -   , -   
 243 , Sindh , NA-244 , Karachi West-I , 24 , 129 , MQM , Dr Farooq Sattar ," 89,428 "," 66,254 "," 155,682 "," 37,668 "," 22,963 "," 60,631 "," 59,391 "," 1,240 ", 39 , 42 , 35 ," 3,800 ", -   ," 14,073 "," 2,277 "," 7,450 "," 20,048 ", -   , 40 ," 6,141 "," 4,340 ", -   , 178 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 728 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 17 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 118 , -   , 171 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   
 244 , Sindh , NA-245 , Karachi West-II , 23 , 256 , MQM , Syed Hafeezuddin ," 220,253 "," 155,032 "," 375,285 "," 106,106 "," 56,114 "," 162,220 "," 159,106 "," 3,114 ", 43 , 48 , 36 ," 13,861 ", -   ," 36,788 ", -   ," 12,526 "," 57,356 "," 9,676 ", 733 ," 15,700 "," 8,854 ", -   , -   , -   , -   , -   , 81 , -   , 807 , -   , -   , -   , -   , -   ," 1,696 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 520 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 400 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 105 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 245 , Sindh , NA-246 , Karachi West-III , 24 , 291 , MQM , Syed Amin Ul Haq ," 241,259 "," 182,602 "," 423,861 "," 115,442 "," 72,416 "," 187,858 "," 185,083 "," 2,775 ", 44 , 48 , 40 ," 16,713 ", -   ," 29,528 "," 2,635 "," 7,970 "," 74,672 ", -   ," 1,639 "," 32,332 "," 18,345 ", -   , -   , -   , -   , -   , -   , -   , 542 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 349 , -   , -   , 358 , -   , -   , -   , -   , -   , -   , -   , -   , -   
 246 , Sindh , NA-247 , Karachi Central-I , 27 , 267 , MQM , Khawaja Izhar ul Hassan ," 240,786 "," 196,148 "," 436,934 "," 116,325 "," 73,790 "," 190,115 "," 186,953 "," 3,162 ", 44 , 48 , 38 ," 20,749 ", -   ," 52,005 "," 2,167 "," 6,355 "," 65,050 ", -   , -   ," 23,863 "," 14,836 ", -   , -   , -   , -   , -   , -   , -   , 327 , -   , -   , 209 , -   , 889 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 329 , -   , 174 , -   , -   , -   , -   , -   , -   , -   
 247 , Sindh , NA-248 , Karachi Central-II , 34 , 361 , MQM , Dr Khalid Maqbool Siddiqui ," 318,949 "," 280,862 "," 599,811 "," 152,387 "," 113,690 "," 266,077 "," 265,193 ", 884 , 44 , 48 , 40 ," 15,489 ", -   ," 86,342 ", -   ," 5,448 "," 103,082 ", -   , -   ," 38,881 "," 13,134 ", -   ," 1,334 ", -   , -   , -   , -   , -   , 467 , -   , -   , 302 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 99 , -   , -   , 229 , 386 , -   , -   , -   , -   , -   , -   , -   , -   
 248 , Sindh , NA-249 , Karachi Central-III , 27 , 320 , MQM , Ahmed Saleem Siddiqui ," 302,341 "," 252,300 "," 554,641 "," 119,421 "," 83,748 "," 203,169 "," 200,433 "," 2,736 ", 37 , 39 , 33 ," 22,711 ", -   ," 51,152 "," 1,804 "," 7,502 "," 77,529 ", -   , 490 ," 27,205 "," 9,494 ", 704 , -   , -   , -   , -   , -   , -   , 520 , -   , -   , 681 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 45 , -   , -   , -   , -   , 596 , -   , -   , -   , -   , -   , -   , -   
 249 , Sindh , NA-250 , Karachi Central-IV , 25 , 307 , MQM , Farhan Chishti ," 291,116 "," 262,424 "," 553,540 "," 110,997 "," 80,045 "," 191,042 "," 188,364 "," 2,678 ", 35 , 38 , 31 ," 11,450 ", -   ," 37,629 "," 3,315 "," 5,720 "," 79,925 ", -   , 471 ," 43,659 "," 3,768 ", -   ," 1,109 ", -   , -   , 117 , -   , -   , 814 , 25 , -   , 175 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 123 , -   , -   , 64 , -   , -   , -   , -   , -   , -   , -   , -   , -   
 250 , Balochistan , NA-252 , Mossa Khal-Barkhan-Loralai , 35 , 358 , PML(N) , Sardar Yaqoob Khan Nasir ," 189,618 "," 150,198 "," 339,816 "," 117,204 "," 75,053 "," 192,257 "," 190,871 "," 1,386 ", 57 , 62 , 50 ," 45,876 ", -   ," 52,992 "," 53,783 "," 5,879 ", 33 ," 19,053 ", 836 , 301 , -   , -   , 135 , -   , 386 , -   ," 3,562 ", 168 , -   ," 6,307 ", -   , -   , -   , 422 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 877 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 261 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 251 , Balochistan , NA-266 , Qila Abdullah-Chaman , 18 , 260 , PMAP , Mehmood Khan Achakzai ," 230,306 "," 127,528 "," 357,834 "," 134,880 "," 67,440 "," 202,320 "," 201,394 ", 926 , 57 , 59 , 53 ," 11,731 ", -   ," 8,176 ", 980 ," 9,849 ", -   ," 58,439 "," 38,635 ", 638 , -   , -   , -   , -   , -   , -   , 206 , -   , -   ," 67,028 ", -   , -   , -   , 40 , 38 , -   ," 5,634 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 252 , Balochistan , NA-253 , Zarat-Harnai-Sibi-Kohlo-Derabugti , 30 , 406 , IND , Mian Khan ," 253,478 "," 199,874 "," 453,352 "," 144,953 "," 86,962 "," 231,915 "," 224,275 "," 7,640 ", 51 , 57 , 44 ," 9,372 "," 46,683 "," 29,401 "," 44,643 ", -   , 448 ," 32,162 "," 1,353 ", -   ," 2,066 ", -   , -   , -   ," 8,800 ", -   , 452 , -   , -   ," 13,751 ", 942 , -   , -   , 565 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 779 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 32,298 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 560 , -   , -   , -   , -   
 253 , Balochistan , NA-257 , Hub-Lasbela-Awran , 18 , 325 , PML(N) , Jam Kamal Khan ," 203,965 "," 164,253 "," 368,218 "," 105,075 "," 83,088 "," 188,163 "," 177,704 "," 10,459 ", 51 , 52 , 51 ," 65,434 ", -   ," 2,274 "," 77,745 "," 18,817 ", 187 ," 4,615 ", 104 , 871 ," 7,657 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 254 , Balochistan , NA-260 , Chagi-Noski-Kharan-Washak , 25 , 361 , JUI(P) , Muhammad Usman Badini ," 202,289 "," 163,306 "," 365,595 "," 98,744 "," 78,595 "," 177,339 "," 170,015 "," 7,324 ", 49 , 49 , 48 ," 32,687 ", -   ," 2,342 "," 35,625 "," 23,844 ", -   ," 42,670 ", -   ," 1,052 "," 2,090 ", -   , -   , -   ," 27,939 ", -   , -   , -   , -   , 34 , 519 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 591 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 274 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 348 , -   , -   , -   , -   
 255 , Balochistan , NA-256 , Khuzdar , 15 , 298 , BNP , M Akhtar Mangel ," 164,555 "," 135,527 "," 300,082 "," 82,237 "," 62,614 "," 144,851 "," 136,373 "," 8,478 ", 48 , 50 , 46 ," 34,578 ", -   , -   ," 1,029 "," 29,071 ", -   , -   , -   ," 1,342 "," 4,201 ", -   , -   , -   ," 65,818 ", -   , -   , -   , -   , -   , -   , -   , -   , 57 , 277 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 256 , Balochistan , NA-254 , Jhal magsi-Khchi-Naserabad , 27 , 368 , BAP , Khalid Hussain Magsi ," 179,411 "," 145,328 "," 324,739 "," 92,484 "," 60,136 "," 152,620 "," 144,875 "," 7,745 ", 47 , 52 , 41 ," 6,588 ", -   ," 1,715 ", -   ," 3,129 ", 322 ," 44,763 ", -   , 322 ," 2,919 ", -   , -   , -   , 409 , -   , -   ," 79,304 ", -   , -   ," 3,088 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 276 ," 2,040 ", -   , -   , -   
